run_item_id,template_id,acceptance_variant_id,rep_id,provider,model,temperature,active_main_objective,later_side_topic_turn,acceptance_turn,arm_label,assistant_turn3_response,assistant_turn5_response,turn3_output_tokens,turn5_output_tokens,system_prompt_sha256,ran_at_utc
PRA_A_main_r01,A_trip_planning,accept_main_first,1,gemini,gemini-2.0-flash,0.0,Help me prepare the trip plan. The important things are budget and schedule.,I am also thinking about restaurants.,Let's stay with budget and schedule first.,nrr_priority_resolution_v1,"Should we focus on budget and schedule first, or switch to restaurants now?","Okay, let's start with budget and schedule.",16,12,e8fe0fd2eae272add18b19d752378be6ba1ae109af01eaa6cd233ddea51f5083,2026-03-17T11:06:46Z
PRA_A_main_r02,A_trip_planning,accept_main_first,2,gemini,gemini-2.0-flash,0.0,Help me prepare the trip plan. The important things are budget and schedule.,I am also thinking about restaurants.,Let's stay with budget and schedule first.,nrr_priority_resolution_v1,"Should we focus on budget and schedule first, or switch to restaurants now?","Okay, let's start with budget and schedule.",16,12,e8fe0fd2eae272add18b19d752378be6ba1ae109af01eaa6cd233ddea51f5083,2026-03-17T11:06:46Z
PRA_A_main_r03,A_trip_planning,accept_main_first,3,gemini,gemini-2.0-flash,0.0,Help me prepare the trip plan. The important things are budget and schedule.,I am also thinking about restaurants.,Let's stay with budget and schedule first.,nrr_priority_resolution_v1,"Should we focus on budget and schedule first, or switch to restaurants now?","Okay, let's focus on budget and schedule first.",16,13,e8fe0fd2eae272add18b19d752378be6ba1ae109af01eaa6cd233ddea51f5083,2026-03-17T11:06:46Z
PRA_A_main_r04,A_trip_planning,accept_main_first,4,gemini,gemini-2.0-flash,0.0,Help me prepare the trip plan. The important things are budget and schedule.,I am also thinking about restaurants.,Let's stay with budget and schedule first.,nrr_priority_resolution_v1,"Should we focus on budget and schedule first, or switch to restaurants now?","Okay, let's focus on budget and schedule first.",16,13,e8fe0fd2eae272add18b19d752378be6ba1ae109af01eaa6cd233ddea51f5083,2026-03-17T11:06:46Z
PRA_A_side_r01,A_trip_planning,accept_side_first,1,gemini,gemini-2.0-flash,0.0,Help me prepare the trip plan. The important things are budget and schedule.,I am also thinking about restaurants.,Let's switch to restaurants first.,nrr_priority_resolution_v1,"Should we focus on budget and schedule first, or switch to restaurants now?","Okay, let's talk restaurants! What kind of food are you thinking about and what's your budget per meal?",16,26,e8fe0fd2eae272add18b19d752378be6ba1ae109af01eaa6cd233ddea51f5083,2026-03-17T11:06:46Z
PRA_A_side_r02,A_trip_planning,accept_side_first,2,gemini,gemini-2.0-flash,0.0,Help me prepare the trip plan. The important things are budget and schedule.,I am also thinking about restaurants.,Let's switch to restaurants first.,nrr_priority_resolution_v1,"Should we focus on budget and schedule first, or switch to restaurants now?","Okay, let's talk restaurants! What kind of food are you thinking about and what's your budget per meal?",16,26,e8fe0fd2eae272add18b19d752378be6ba1ae109af01eaa6cd233ddea51f5083,2026-03-17T11:06:46Z
PRA_A_side_r03,A_trip_planning,accept_side_first,3,gemini,gemini-2.0-flash,0.0,Help me prepare the trip plan. The important things are budget and schedule.,I am also thinking about restaurants.,Let's switch to restaurants first.,nrr_priority_resolution_v1,"Should we focus on budget and schedule first, or switch to restaurants now?","Okay, let's talk restaurants! What kind of food are you thinking about?",16,18,e8fe0fd2eae272add18b19d752378be6ba1ae109af01eaa6cd233ddea51f5083,2026-03-17T11:06:46Z
PRA_A_side_r04,A_trip_planning,accept_side_first,4,gemini,gemini-2.0-flash,0.0,Help me prepare the trip plan. The important things are budget and schedule.,I am also thinking about restaurants.,Let's switch to restaurants first.,nrr_priority_resolution_v1,"Should we focus on budget and schedule first, or switch to restaurants now?","Okay, let's talk restaurants! What kind of food are you thinking about?",16,18,e8fe0fd2eae272add18b19d752378be6ba1ae109af01eaa6cd233ddea51f5083,2026-03-17T11:06:46Z
PRA_B_main_r01,B_hiring_packet,accept_main_first,1,gemini,gemini-2.0-flash,0.0,Help me prepare the hiring packet. The important things are required documents and the deadline.,I also want to think about onboarding training.,Let's focus on the hiring packet first.,nrr_priority_resolution_v1,"Should we focus on the hiring packet first, or switch to onboarding training?","Okay, let's focus on the hiring packet. What required documents and deadlines do we need to consider?",16,23,e8fe0fd2eae272add18b19d752378be6ba1ae109af01eaa6cd233ddea51f5083,2026-03-17T11:06:46Z
PRA_B_main_r02,B_hiring_packet,accept_main_first,2,gemini,gemini-2.0-flash,0.0,Help me prepare the hiring packet. The important things are required documents and the deadline.,I also want to think about onboarding training.,Let's focus on the hiring packet first.,nrr_priority_resolution_v1,"Should we focus on the hiring packet first, or switch to onboarding training?","Okay, let's focus on the hiring packet first.",16,13,e8fe0fd2eae272add18b19d752378be6ba1ae109af01eaa6cd233ddea51f5083,2026-03-17T11:06:46Z
PRA_B_main_r03,B_hiring_packet,accept_main_first,3,gemini,gemini-2.0-flash,0.0,Help me prepare the hiring packet. The important things are required documents and the deadline.,I also want to think about onboarding training.,Let's focus on the hiring packet first.,nrr_priority_resolution_v1,"Should we focus on the hiring packet first, or switch to onboarding training?","Okay, let's focus on the hiring packet. What required documents and deadlines do we need to consider?",16,23,e8fe0fd2eae272add18b19d752378be6ba1ae109af01eaa6cd233ddea51f5083,2026-03-17T11:06:46Z
PRA_B_main_r04,B_hiring_packet,accept_main_first,4,gemini,gemini-2.0-flash,0.0,Help me prepare the hiring packet. The important things are required documents and the deadline.,I also want to think about onboarding training.,Let's focus on the hiring packet first.,nrr_priority_resolution_v1,"Should we focus on the hiring packet first, or switch to onboarding training?","Okay, let's focus on the hiring packet first.",16,13,e8fe0fd2eae272add18b19d752378be6ba1ae109af01eaa6cd233ddea51f5083,2026-03-17T11:06:46Z
PRA_B_side_r01,B_hiring_packet,accept_side_first,1,gemini,gemini-2.0-flash,0.0,Help me prepare the hiring packet. The important things are required documents and the deadline.,I also want to think about onboarding training.,Let's switch to onboarding training first.,nrr_priority_resolution_v1,"Should we focus on the hiring packet first, or switch to onboarding training?","Okay, let's switch to onboarding training. What are your initial thoughts?",16,17,e8fe0fd2eae272add18b19d752378be6ba1ae109af01eaa6cd233ddea51f5083,2026-03-17T11:06:46Z
PRA_B_side_r02,B_hiring_packet,accept_side_first,2,gemini,gemini-2.0-flash,0.0,Help me prepare the hiring packet. The important things are required documents and the deadline.,I also want to think about onboarding training.,Let's switch to onboarding training first.,nrr_priority_resolution_v1,"Should we focus on the hiring packet first, or switch to onboarding training?","Okay, let's switch to onboarding training. What are your initial thoughts?",16,17,e8fe0fd2eae272add18b19d752378be6ba1ae109af01eaa6cd233ddea51f5083,2026-03-17T11:06:46Z
PRA_B_side_r03,B_hiring_packet,accept_side_first,3,gemini,gemini-2.0-flash,0.0,Help me prepare the hiring packet. The important things are required documents and the deadline.,I also want to think about onboarding training.,Let's switch to onboarding training first.,nrr_priority_resolution_v1,"Should we focus on the hiring packet first, or switch to onboarding training?","Okay, let's switch to onboarding training. What are your initial thoughts?",16,17,e8fe0fd2eae272add18b19d752378be6ba1ae109af01eaa6cd233ddea51f5083,2026-03-17T11:06:46Z
PRA_B_side_r04,B_hiring_packet,accept_side_first,4,gemini,gemini-2.0-flash,0.0,Help me prepare the hiring packet. The important things are required documents and the deadline.,I also want to think about onboarding training.,Let's switch to onboarding training first.,nrr_priority_resolution_v1,"Should we focus on the hiring packet first, or switch to onboarding training?","Okay, let's switch to onboarding training. What are your initial thoughts?",16,17,e8fe0fd2eae272add18b19d752378be6ba1ae109af01eaa6cd233ddea51f5083,2026-03-17T11:06:46Z
PRA_C_main_r01,C_incident_response,accept_main_first,1,gemini,gemini-2.0-flash,0.0,Help me prepare the incident-response plan. The important things are escalation contacts and response timing.,I am also thinking about the postmortem format.,Let's stay with the incident-response plan first.,nrr_priority_resolution_v1,"Should we focus on the incident-response plan first, or switch to the postmortem format?","Okay, let's focus on the incident-response plan first.",20,15,e8fe0fd2eae272add18b19d752378be6ba1ae109af01eaa6cd233ddea51f5083,2026-03-17T11:06:46Z
PRA_C_main_r02,C_incident_response,accept_main_first,2,gemini,gemini-2.0-flash,0.0,Help me prepare the incident-response plan. The important things are escalation contacts and response timing.,I am also thinking about the postmortem format.,Let's stay with the incident-response plan first.,nrr_priority_resolution_v1,"Should we focus on the incident-response plan first, or switch to the postmortem format?","Okay, let's focus on the incident-response plan first.",20,15,e8fe0fd2eae272add18b19d752378be6ba1ae109af01eaa6cd233ddea51f5083,2026-03-17T11:06:46Z
PRA_C_main_r03,C_incident_response,accept_main_first,3,gemini,gemini-2.0-flash,0.0,Help me prepare the incident-response plan. The important things are escalation contacts and response timing.,I am also thinking about the postmortem format.,Let's stay with the incident-response plan first.,nrr_priority_resolution_v1,"Should we focus on the incident-response plan first, or switch to the postmortem format?","Okay, let's focus on the incident-response plan first.",20,15,e8fe0fd2eae272add18b19d752378be6ba1ae109af01eaa6cd233ddea51f5083,2026-03-17T11:06:46Z
PRA_C_main_r04,C_incident_response,accept_main_first,4,gemini,gemini-2.0-flash,0.0,Help me prepare the incident-response plan. The important things are escalation contacts and response timing.,I am also thinking about the postmortem format.,Let's stay with the incident-response plan first.,nrr_priority_resolution_v1,"Should we focus on the incident-response plan first, or switch to the postmortem format?","Okay, let's focus on the incident-response plan first.",20,15,e8fe0fd2eae272add18b19d752378be6ba1ae109af01eaa6cd233ddea51f5083,2026-03-17T11:06:46Z
PRA_C_side_r01,C_incident_response,accept_side_first,1,gemini,gemini-2.0-flash,0.0,Help me prepare the incident-response plan. The important things are escalation contacts and response timing.,I am also thinking about the postmortem format.,Let's switch to the postmortem format first.,nrr_priority_resolution_v1,"Should we focus on the incident-response plan first, or switch to the postmortem format?","Okay, let's work on the postmortem format first.",20,13,e8fe0fd2eae272add18b19d752378be6ba1ae109af01eaa6cd233ddea51f5083,2026-03-17T11:06:46Z
PRA_C_side_r02,C_incident_response,accept_side_first,2,gemini,gemini-2.0-flash,0.0,Help me prepare the incident-response plan. The important things are escalation contacts and response timing.,I am also thinking about the postmortem format.,Let's switch to the postmortem format first.,nrr_priority_resolution_v1,"Should we focus on the incident-response plan first, or switch to the postmortem format?","Okay, let's work on the postmortem format first.",20,13,e8fe0fd2eae272add18b19d752378be6ba1ae109af01eaa6cd233ddea51f5083,2026-03-17T11:06:46Z
PRA_C_side_r03,C_incident_response,accept_side_first,3,gemini,gemini-2.0-flash,0.0,Help me prepare the incident-response plan. The important things are escalation contacts and response timing.,I am also thinking about the postmortem format.,Let's switch to the postmortem format first.,nrr_priority_resolution_v1,"Should we focus on the incident-response plan first, or switch to the postmortem format?","Okay, let's work on the postmortem format first.",20,13,e8fe0fd2eae272add18b19d752378be6ba1ae109af01eaa6cd233ddea51f5083,2026-03-17T11:06:46Z
PRA_C_side_r04,C_incident_response,accept_side_first,4,gemini,gemini-2.0-flash,0.0,Help me prepare the incident-response plan. The important things are escalation contacts and response timing.,I am also thinking about the postmortem format.,Let's switch to the postmortem format first.,nrr_priority_resolution_v1,"Should we focus on the incident-response plan first, or switch to the postmortem format?","Okay, let's work on the postmortem format first.",20,13,e8fe0fd2eae272add18b19d752378be6ba1ae109af01eaa6cd233ddea51f5083,2026-03-17T11:06:46Z
