pattern,metric,providers,providers_count,provider_balanced_baseline_mean,provider_balanced_pattern_mean,provider_balanced_delta_mean,provider_balanced_improvement_mean
branch_conditional,internal_coherence_error_rate,"anthropic,gemini,openai",3,0.0,0.019753086419753086,0.019753086419753086,-0.019753086419753086
branch_conditional,irp_monotonic_progress_rate,"anthropic,gemini,openai",3,0.1532039976484421,0.18142269253380364,0.02821869488536155,0.02821869488536155
branch_conditional,irp_oscillation_rate,"anthropic,gemini,openai",3,0.17592592592592593,0.23302469135802473,0.05709876543209879,-0.05709876543209879
branch_conditional,misinterpretation_rate,"anthropic,gemini,openai",3,0.15185185185185188,0.2638888888888889,0.11203703703703703,-0.11203703703703703
branch_conditional,rework_cost_tokens,"anthropic,gemini,openai",3,215.44444444444446,470.6296296296296,255.1851851851852,-255.1851851851852
branch_conditional,self_contradiction_rate,"anthropic,gemini,openai",3,0.018518518518518517,0.08950617283950617,0.07098765432098765,-0.07098765432098765
branch_conditional,stability_variance,"anthropic,gemini,openai",3,0.028420609725371637,0.033380985974636776,0.004960376249265138,-0.004960376249265138
branch_conditional,trace_completeness,"anthropic,gemini,openai",3,1.0,0.9846913580246913,-0.015308641975308646,-0.015308641975308646
branch_conditional,update_consistency,"anthropic,gemini,openai",3,0.9814814814814815,0.8907407407407407,-0.09074074074074075,-0.09074074074074075
conditional_branch,internal_coherence_error_rate,"anthropic,gemini,openai",3,0.0,0.0,0.0,0.0
conditional_branch,irp_monotonic_progress_rate,"anthropic,gemini,openai",3,0.15731922398589065,0.10605526161081717,-0.05126396237507349,-0.05126396237507349
conditional_branch,irp_oscillation_rate,"anthropic,gemini,openai",3,0.18055555555555555,0.0925925925925926,-0.08796296296296297,0.08796296296296297
conditional_branch,misinterpretation_rate,"anthropic,gemini,openai",3,0.15555555555555559,0.0984567901234568,-0.05709876543209877,0.05709876543209877
conditional_branch,rework_cost_tokens,"anthropic,gemini,openai",3,225.11111111111111,139.62962962962965,-85.48148148148148,85.48148148148148
conditional_branch,self_contradiction_rate,"anthropic,gemini,openai",3,0.018518518518518517,0.0,-0.018518518518518517,0.018518518518518517
conditional_branch,stability_variance,"anthropic,gemini,openai",3,0.029161350466112377,0.013822726127488036,-0.01533862433862434,0.01533862433862434
conditional_branch,trace_completeness,"anthropic,gemini,openai",3,1.0,1.0,0.0,0.0
conditional_branch,update_consistency,"anthropic,gemini,openai",3,0.9814814814814815,1.0,0.018518518518518514,0.018518518518518514
conditional_delta,internal_coherence_error_rate,"anthropic,gemini,openai",3,0.0,0.006172839506172839,0.006172839506172839,-0.006172839506172839
conditional_delta,irp_monotonic_progress_rate,"anthropic,gemini,openai",3,0.14908877131099355,0.09206349206349207,-0.05702527924750147,-0.05702527924750147
conditional_delta,irp_oscillation_rate,"anthropic,gemini,openai",3,0.17129629629629628,0.11111111111111112,-0.06018518518518518,0.06018518518518518
conditional_delta,misinterpretation_rate,"anthropic,gemini,openai",3,0.14814814814814817,0.10586419753086419,-0.042283950617283954,0.042283950617283954
conditional_delta,rework_cost_tokens,"anthropic,gemini,openai",3,205.66666666666666,175.5185185185185,-30.14814814814815,30.14814814814815
conditional_delta,self_contradiction_rate,"anthropic,gemini,openai",3,0.018518518518518517,0.0308641975308642,0.012345679012345684,-0.012345679012345684
conditional_delta,stability_variance,"anthropic,gemini,openai",3,0.027679868984630897,0.012663615016376925,-0.01501625396825397,0.01501625396825397
conditional_delta,trace_completeness,"anthropic,gemini,openai",3,1.0,0.9969135802469135,-0.0030864197530864213,-0.0030864197530864213
conditional_delta,update_consistency,"anthropic,gemini,openai",3,0.9814814814814815,0.9691358024691358,-0.012345679012345685,-0.012345679012345685
