pattern,metric,providers,providers_count,provider_balanced_baseline_mean,provider_balanced_pattern_mean,provider_balanced_delta_mean,provider_balanced_improvement_mean
branch_conditional,internal_coherence_error_rate,"anthropic,gemini,openai",3,0.0,0.008333333333333333,0.008333333333333333,-0.008333333333333333
branch_conditional,irp_monotonic_progress_rate,"anthropic,gemini,openai",3,0.14867724867724869,0.19228395061728396,0.04360670194003527,0.04360670194003527
branch_conditional,irp_oscillation_rate,"anthropic,gemini,openai",3,0.17013888888888887,0.25115740740740744,0.08101851851851853,-0.08101851851851853
branch_conditional,misinterpretation_rate,"anthropic,gemini,openai",3,0.14351851851851852,0.2518518518518518,0.10833333333333332,-0.10833333333333332
branch_conditional,rework_cost_tokens,"anthropic,gemini,openai",3,205.33333333333334,470.0694444444444,264.73611111111114,-264.73611111111114
branch_conditional,self_contradiction_rate,"anthropic,gemini,openai",3,0.013888888888888888,0.08680555555555557,0.07291666666666667,-0.07291666666666667
branch_conditional,stability_variance,"anthropic,gemini,openai",3,0.026078017132779047,0.03479336104812296,0.008715343915343914,-0.008715343915343914
branch_conditional,trace_completeness,"anthropic,gemini,openai",3,1.0,0.9966666666666667,-0.003333333333333336,-0.003333333333333336
branch_conditional,update_consistency,"anthropic,gemini,openai",3,0.9861111111111112,0.9048611111111112,-0.08125,-0.08125
conditional_branch,internal_coherence_error_rate,"anthropic,gemini,openai",3,0.0,0.0,0.0,0.0
conditional_branch,irp_monotonic_progress_rate,"anthropic,gemini,openai",3,0.15731922398589065,0.10605526161081717,-0.05126396237507349,-0.05126396237507349
conditional_branch,irp_oscillation_rate,"anthropic,gemini,openai",3,0.18055555555555555,0.0925925925925926,-0.08796296296296297,0.08796296296296297
conditional_branch,misinterpretation_rate,"anthropic,gemini,openai",3,0.15555555555555559,0.0984567901234568,-0.05709876543209877,0.05709876543209877
conditional_branch,rework_cost_tokens,"anthropic,gemini,openai",3,225.11111111111111,139.62962962962965,-85.48148148148148,85.48148148148148
conditional_branch,self_contradiction_rate,"anthropic,gemini,openai",3,0.018518518518518517,0.0,-0.018518518518518517,0.018518518518518517
conditional_branch,stability_variance,"anthropic,gemini,openai",3,0.029161350466112377,0.013822726127488036,-0.01533862433862434,0.01533862433862434
conditional_branch,trace_completeness,"anthropic,gemini,openai",3,1.0,1.0,0.0,0.0
conditional_branch,update_consistency,"anthropic,gemini,openai",3,0.9814814814814815,1.0,0.018518518518518514,0.018518518518518514
conditional_delta,internal_coherence_error_rate,"anthropic,gemini,openai",3,0.0,0.0,0.0,0.0
conditional_delta,irp_monotonic_progress_rate,"anthropic,gemini,openai",3,0.14404761904761906,0.08619929453262787,-0.057848324514991174,-0.057848324514991174
conditional_delta,irp_oscillation_rate,"anthropic,gemini,openai",3,0.16493055555555555,0.10358796296296297,-0.06134259259259259,0.06134259259259259
conditional_delta,misinterpretation_rate,"anthropic,gemini,openai",3,0.13935185185185187,0.0763888888888889,-0.06296296296296296,0.06296296296296296
conditional_delta,rework_cost_tokens,"anthropic,gemini,openai",3,194.3935185185185,121.03703703703702,-73.35648148148148,73.35648148148148
conditional_delta,self_contradiction_rate,"anthropic,gemini,openai",3,0.013888888888888888,0.0,-0.013888888888888888,0.013888888888888888
conditional_delta,stability_variance,"anthropic,gemini,openai",3,0.02524468379944571,0.012648652053413964,-0.012596031746031749,0.012596031746031749
conditional_delta,trace_completeness,"anthropic,gemini,openai",3,1.0,1.0,0.0,0.0
conditional_delta,update_consistency,"anthropic,gemini,openai",3,0.9861111111111112,1.0,0.013888888888888886,0.013888888888888886
conditional_hierarchical,internal_coherence_error_rate,"anthropic,gemini,openai",3,0.0,0.011111111111111113,0.011111111111111113,-0.011111111111111113
conditional_hierarchical,irp_monotonic_progress_rate,"anthropic,gemini,openai",3,0.15731922398589065,0.13897707231040565,-0.01834215167548501,-0.01834215167548501
conditional_hierarchical,irp_oscillation_rate,"anthropic,gemini,openai",3,0.18055555555555555,0.17129629629629628,-0.009259259259259257,0.009259259259259257
