pattern,metric,providers,providers_count,provider_balanced_baseline_mean,provider_balanced_pattern_mean,provider_balanced_delta_mean,provider_balanced_improvement_mean
branch,internal_coherence_error_rate,"anthropic,gemini,openai",3,0.0,0.0,0.0,0.0
branch,irp_monotonic_progress_rate,"anthropic,gemini,openai",3,0.15155790711346268,0.16202233980011757,0.010464432686654904,0.010464432686654904
branch,irp_oscillation_rate,"anthropic,gemini,openai",3,0.17361111111111113,0.1983024691358025,0.02469135802469136,-0.02469135802469136
branch,misinterpretation_rate,"anthropic,gemini,openai",3,0.14444444444444446,0.14506172839506173,0.0006172839506172851,-0.0006172839506172851
branch,rework_cost_tokens,"anthropic,gemini,openai",3,208.0925925925926,232.8148148148148,24.722222222222218,-24.722222222222218
branch,self_contradiction_rate,"anthropic,gemini,openai",3,0.012345679012345678,0.0,-0.012345679012345678,0.012345679012345678
branch,stability_variance,"anthropic,gemini,openai",3,0.026087276392038308,0.024163466868228786,-0.0019238095238095236,0.0019238095238095236
branch,trace_completeness,"anthropic,gemini,openai",3,1.0,1.0,0.0,0.0
branch,update_consistency,"anthropic,gemini,openai",3,0.9876543209876543,1.0,0.012345679012345677,0.012345679012345677
conditional,internal_coherence_error_rate,"anthropic,gemini,openai",3,0.0,0.0,0.0,0.0
conditional,irp_monotonic_progress_rate,"anthropic,gemini,openai",3,0.1540270429159318,0.08547912992357436,-0.06854791299235743,-0.06854791299235743
conditional,irp_oscillation_rate,"anthropic,gemini,openai",3,0.18287037037037038,0.09027777777777778,-0.0925925925925926,0.0925925925925926
conditional,misinterpretation_rate,"anthropic,gemini,openai",3,0.15617283950617286,0.07808641975308642,-0.07808641975308643,0.07808641975308643
conditional,rework_cost_tokens,"anthropic,gemini,openai",3,241.75925925925927,119.1111111111111,-122.64814814814815,122.64814814814815
conditional,self_contradiction_rate,"anthropic,gemini,openai",3,0.019753086419753086,0.0,-0.019753086419753086,0.019753086419753086
conditional,stability_variance,"anthropic,gemini,openai",3,0.026241368756007213,0.011719022423784331,-0.014522346332222878,0.014522346332222878
conditional,trace_completeness,"anthropic,gemini,openai",3,1.0,1.0,0.0,0.0
conditional,update_consistency,"anthropic,gemini,openai",3,0.9765432098765432,1.0,0.023456790123456788,0.023456790123456788
delta,internal_coherence_error_rate,"anthropic,gemini,openai",3,0.0,0.0,0.0,0.0
delta,irp_monotonic_progress_rate,"anthropic,gemini,openai",3,0.14415049970605529,0.15149911816578482,0.007348618459729571,0.007348618459729571
delta,irp_oscillation_rate,"anthropic,gemini,openai",3,0.16435185185185186,0.1527777777777778,-0.011574074074074075,0.011574074074074075
delta,misinterpretation_rate,"anthropic,gemini,openai",3,0.13518518518518519,0.13240740740740742,-0.002777777777777777,0.002777777777777777
delta,rework_cost_tokens,"anthropic,gemini,openai",3,194.4814814814815,221.11111111111111,26.62962962962963,-26.62962962962963
delta,self_contradiction_rate,"anthropic,gemini,openai",3,0.009259259259259259,0.0,-0.009259259259259259,0.009259259259259259
delta,stability_variance,"anthropic,gemini,openai",3,0.023735424540186453,0.020802620307382218,-0.0029328042328042327,0.0029328042328042327
delta,trace_completeness,"anthropic,gemini,openai",3,1.0,1.0,0.0,0.0
delta,update_consistency,"anthropic,gemini,openai",3,0.9907407407407408,1.0,0.009259259259259257,0.009259259259259257
hierarchical,internal_coherence_error_rate,"anthropic,gemini,openai",3,0.0,0.0,0.0,0.0
hierarchical,irp_monotonic_progress_rate,"anthropic,gemini,openai",3,0.15462962962962964,0.12277336860670195,-0.031856261022927684,-0.031856261022927684
hierarchical,irp_oscillation_rate,"anthropic,gemini,openai",3,0.18055555555555555,0.13483796296296297,-0.04571759259259259,0.04571759259259259
hierarchical,misinterpretation_rate,"anthropic,gemini,openai",3,0.16608796296296297,0.12075617283950617,-0.04533179012345678,0.04533179012345678
hierarchical,rework_cost_tokens,"anthropic,gemini,openai",3,239.47916666666666,198.77314814814815,-40.70601851851852,40.70601851851852
hierarchical,self_contradiction_rate,"anthropic,gemini,openai",3,0.027777777777777776,0.0,-0.027777777777777776,0.027777777777777776
hierarchical,stability_variance,"anthropic,gemini,openai",3,0.02753277903754095,0.0184319853867473,-0.009100793650793653,0.009100793650793653
hierarchical,trace_completeness,"anthropic,gemini,openai",3,1.0,1.0,0.0,0.0
hierarchical,update_consistency,"anthropic,gemini,openai",3,0.9722222222222222,1.0,0.027777777777777773,0.027777777777777773
lazy,internal_coherence_error_rate,"anthropic,gemini,openai",3,0.0,0.014705882352941178,0.014705882352941178,-0.014705882352941178
lazy,irp_monotonic_progress_rate,"anthropic,gemini,openai",3,0.13529411764705881,0.16244423695404087,0.02715011930698205,0.02715011930698205
lazy,irp_oscillation_rate,"anthropic,gemini,openai",3,0.14488017429193897,0.19344589687726943,0.04856572258533042,-0.04856572258533042
lazy,misinterpretation_rate,"anthropic,gemini,openai",3,0.12791394335511982,0.264161220043573,0.13624727668845316,-0.13624727668845316
lazy,rework_cost_tokens,"anthropic,gemini,openai",3,182.5152505446623,441.6503267973856,259.1350762527233,-259.1350762527233
lazy,self_contradiction_rate,"anthropic,gemini,openai",3,0.00980392156862745,0.12418300653594772,0.11437908496732026,-0.11437908496732026
lazy,stability_variance,"anthropic,gemini,openai",3,0.022321014331658593,0.027678335926963383,0.005357321595304787,-0.005357321595304787
lazy,trace_completeness,"anthropic,gemini,openai",3,1.0,0.9934640522875817,-0.006535947712418304,-0.006535947712418304
lazy,update_consistency,"anthropic,gemini,openai",3,0.9901960784313726,0.8725490196078431,-0.11764705882352942,-0.11764705882352942
