raw_file,pair_index,provider,pattern,scenario_id,template_id,temperature,rep,metric,baseline,pattern_value,delta,direction,improvement,sign,non_effective,tau_trace_pass
mst_paired_runs_main_c06_5p_anthropic_branch_t00_20260302T221116Z.json,1,anthropic,branch,S_STABLE_01,S_STABLE_MAIN_01,0.0,1,internal_coherence_error_rate,0.0,0.0,0.0,-1,-0.0,zero,True,True
mst_paired_runs_main_c06_5p_anthropic_branch_t00_20260302T221116Z.json,1,anthropic,branch,S_STABLE_01,S_STABLE_MAIN_01,0.0,1,irp_monotonic_progress_rate,0.0,0.0,0.0,1,0.0,zero,True,True
mst_paired_runs_main_c06_5p_anthropic_branch_t00_20260302T221116Z.json,1,anthropic,branch,S_STABLE_01,S_STABLE_MAIN_01,0.0,1,irp_oscillation_rate,0.0,0.0,0.0,-1,-0.0,zero,True,True
mst_paired_runs_main_c06_5p_anthropic_branch_t00_20260302T221116Z.json,1,anthropic,branch,S_STABLE_01,S_STABLE_MAIN_01,0.0,1,misinterpretation_rate,0.0,0.0,0.0,-1,-0.0,zero,True,True
mst_paired_runs_main_c06_5p_anthropic_branch_t00_20260302T221116Z.json,1,anthropic,branch,S_STABLE_01,S_STABLE_MAIN_01,0.0,1,rework_cost_tokens,0.0,0.0,0.0,-1,-0.0,zero,True,True
mst_paired_runs_main_c06_5p_anthropic_branch_t00_20260302T221116Z.json,1,anthropic,branch,S_STABLE_01,S_STABLE_MAIN_01,0.0,1,self_contradiction_rate,0.0,0.0,0.0,-1,-0.0,zero,True,True
mst_paired_runs_main_c06_5p_anthropic_branch_t00_20260302T221116Z.json,1,anthropic,branch,S_STABLE_01,S_STABLE_MAIN_01,0.0,1,stability_variance,0.0,0.0,0.0,-1,-0.0,zero,True,True
mst_paired_runs_main_c06_5p_anthropic_branch_t00_20260302T221116Z.json,1,anthropic,branch,S_STABLE_01,S_STABLE_MAIN_01,0.0,1,trace_completeness,1.0,1.0,0.0,1,0.0,zero,True,True
mst_paired_runs_main_c06_5p_anthropic_branch_t00_20260302T221116Z.json,1,anthropic,branch,S_STABLE_01,S_STABLE_MAIN_01,0.0,1,update_consistency,1.0,1.0,0.0,1,0.0,zero,True,True
mst_paired_runs_main_c06_5p_anthropic_branch_t00_20260302T221116Z.json,2,anthropic,branch,S_STABLE_01,S_STABLE_MAIN_01,0.0,2,internal_coherence_error_rate,0.0,0.0,0.0,-1,-0.0,zero,True,True
mst_paired_runs_main_c06_5p_anthropic_branch_t00_20260302T221116Z.json,2,anthropic,branch,S_STABLE_01,S_STABLE_MAIN_01,0.0,2,irp_monotonic_progress_rate,0.0,0.0,0.0,1,0.0,zero,True,True
mst_paired_runs_main_c06_5p_anthropic_branch_t00_20260302T221116Z.json,2,anthropic,branch,S_STABLE_01,S_STABLE_MAIN_01,0.0,2,irp_oscillation_rate,0.0,0.0,0.0,-1,-0.0,zero,True,True
mst_paired_runs_main_c06_5p_anthropic_branch_t00_20260302T221116Z.json,2,anthropic,branch,S_STABLE_01,S_STABLE_MAIN_01,0.0,2,misinterpretation_rate,0.0,0.0,0.0,-1,-0.0,zero,True,True
mst_paired_runs_main_c06_5p_anthropic_branch_t00_20260302T221116Z.json,2,anthropic,branch,S_STABLE_01,S_STABLE_MAIN_01,0.0,2,rework_cost_tokens,0.0,0.0,0.0,-1,-0.0,zero,True,True
mst_paired_runs_main_c06_5p_anthropic_branch_t00_20260302T221116Z.json,2,anthropic,branch,S_STABLE_01,S_STABLE_MAIN_01,0.0,2,self_contradiction_rate,0.0,0.0,0.0,-1,-0.0,zero,True,True
mst_paired_runs_main_c06_5p_anthropic_branch_t00_20260302T221116Z.json,2,anthropic,branch,S_STABLE_01,S_STABLE_MAIN_01,0.0,2,stability_variance,0.0,0.0,0.0,-1,-0.0,zero,True,True
mst_paired_runs_main_c06_5p_anthropic_branch_t00_20260302T221116Z.json,2,anthropic,branch,S_STABLE_01,S_STABLE_MAIN_01,0.0,2,trace_completeness,1.0,1.0,0.0,1,0.0,zero,True,True
mst_paired_runs_main_c06_5p_anthropic_branch_t00_20260302T221116Z.json,2,anthropic,branch,S_STABLE_01,S_STABLE_MAIN_01,0.0,2,update_consistency,1.0,1.0,0.0,1,0.0,zero,True,True
mst_paired_runs_main_c06_5p_anthropic_branch_t00_20260302T221116Z.json,3,anthropic,branch,S_STABLE_01,S_STABLE_MAIN_01,0.0,3,internal_coherence_error_rate,0.0,0.0,0.0,-1,-0.0,zero,True,True
mst_paired_runs_main_c06_5p_anthropic_branch_t00_20260302T221116Z.json,3,anthropic,branch,S_STABLE_01,S_STABLE_MAIN_01,0.0,3,irp_monotonic_progress_rate,0.0,0.0,0.0,1,0.0,zero,True,True
mst_paired_runs_main_c06_5p_anthropic_branch_t00_20260302T221116Z.json,3,anthropic,branch,S_STABLE_01,S_STABLE_MAIN_01,0.0,3,irp_oscillation_rate,0.0,0.0,0.0,-1,-0.0,zero,True,True
mst_paired_runs_main_c06_5p_anthropic_branch_t00_20260302T221116Z.json,3,anthropic,branch,S_STABLE_01,S_STABLE_MAIN_01,0.0,3,misinterpretation_rate,0.0,0.0,0.0,-1,-0.0,zero,True,True
mst_paired_runs_main_c06_5p_anthropic_branch_t00_20260302T221116Z.json,3,anthropic,branch,S_STABLE_01,S_STABLE_MAIN_01,0.0,3,rework_cost_tokens,0.0,0.0,0.0,-1,-0.0,zero,True,True
mst_paired_runs_main_c06_5p_anthropic_branch_t00_20260302T221116Z.json,3,anthropic,branch,S_STABLE_01,S_STABLE_MAIN_01,0.0,3,self_contradiction_rate,0.0,0.0,0.0,-1,-0.0,zero,True,True
mst_paired_runs_main_c06_5p_anthropic_branch_t00_20260302T221116Z.json,3,anthropic,branch,S_STABLE_01,S_STABLE_MAIN_01,0.0,3,stability_variance,0.0,0.0,0.0,-1,-0.0,zero,True,True
mst_paired_runs_main_c06_5p_anthropic_branch_t00_20260302T221116Z.json,3,anthropic,branch,S_STABLE_01,S_STABLE_MAIN_01,0.0,3,trace_completeness,1.0,1.0,0.0,1,0.0,zero,True,True
mst_paired_runs_main_c06_5p_anthropic_branch_t00_20260302T221116Z.json,3,anthropic,branch,S_STABLE_01,S_STABLE_MAIN_01,0.0,3,update_consistency,1.0,1.0,0.0,1,0.0,zero,True,True
mst_paired_runs_main_c06_5p_anthropic_branch_t00_20260302T221116Z.json,4,anthropic,branch,S_CONTEXT_DRIFT_01,S_CONTEXT_DRIFT_MAIN_01,0.0,1,internal_coherence_error_rate,0.0,0.0,0.0,-1,-0.0,zero,True,True
mst_paired_runs_main_c06_5p_anthropic_branch_t00_20260302T221116Z.json,4,anthropic,branch,S_CONTEXT_DRIFT_01,S_CONTEXT_DRIFT_MAIN_01,0.0,1,irp_monotonic_progress_rate,0.0,0.0,0.0,1,0.0,zero,True,True
mst_paired_runs_main_c06_5p_anthropic_branch_t00_20260302T221116Z.json,4,anthropic,branch,S_CONTEXT_DRIFT_01,S_CONTEXT_DRIFT_MAIN_01,0.0,1,irp_oscillation_rate,0.0,0.0,0.0,-1,-0.0,zero,True,True
mst_paired_runs_main_c06_5p_anthropic_branch_t00_20260302T221116Z.json,4,anthropic,branch,S_CONTEXT_DRIFT_01,S_CONTEXT_DRIFT_MAIN_01,0.0,1,misinterpretation_rate,0.0,0.0,0.0,-1,-0.0,zero,True,True
mst_paired_runs_main_c06_5p_anthropic_branch_t00_20260302T221116Z.json,4,anthropic,branch,S_CONTEXT_DRIFT_01,S_CONTEXT_DRIFT_MAIN_01,0.0,1,rework_cost_tokens,0.0,0.0,0.0,-1,-0.0,zero,True,True
mst_paired_runs_main_c06_5p_anthropic_branch_t00_20260302T221116Z.json,4,anthropic,branch,S_CONTEXT_DRIFT_01,S_CONTEXT_DRIFT_MAIN_01,0.0,1,self_contradiction_rate,0.0,0.0,0.0,-1,-0.0,zero,True,True
mst_paired_runs_main_c06_5p_anthropic_branch_t00_20260302T221116Z.json,4,anthropic,branch,S_CONTEXT_DRIFT_01,S_CONTEXT_DRIFT_MAIN_01,0.0,1,stability_variance,0.0,0.0,0.0,-1,-0.0,zero,True,True
mst_paired_runs_main_c06_5p_anthropic_branch_t00_20260302T221116Z.json,4,anthropic,branch,S_CONTEXT_DRIFT_01,S_CONTEXT_DRIFT_MAIN_01,0.0,1,trace_completeness,1.0,1.0,0.0,1,0.0,zero,True,True
mst_paired_runs_main_c06_5p_anthropic_branch_t00_20260302T221116Z.json,4,anthropic,branch,S_CONTEXT_DRIFT_01,S_CONTEXT_DRIFT_MAIN_01,0.0,1,update_consistency,1.0,1.0,0.0,1,0.0,zero,True,True
